id,Section_id,ground_truth,prediction
006c9dd6-c568-4497-81b7-c954568a3b4a,Intervention,0,0.0
00831e0c-eaad-4fe9-a791-f105815fa215,Eligibility,0,0.0
017ff04d-5509-4f54-863c-10201351e15d,Results,0,0.0
04178e95-d808-4a96-ab85-61eb52c17720,Results,0,0.0
05530068-7a95-46f6-88d2-84e53ee2ff35,Adverse Events,1,1.0
0585f6bd-d582-4fc9-b96b-1355fa083e33,Intervention,0,0.0
06a1adac-dee0-4d9b-83c6-0996391e40d0,Results,1,1.0
06b8d395-0fe7-4206-b118-5e478779cce0,Adverse Events,0,0.0
070ba2da-932a-4a62-861e-3f2c89630b4d,Adverse Events,0,0.0
094e7aec-88db-4ad0-b995-ece8587fd48b,Intervention,0,0.0
0967b501-90dd-4ba4-bebc-8db1e9695431,Eligibility,1,1.0
09879638-e324-4f5d-a45e-f62f7e06f301,Eligibility,0,0.0
0a1cb41e-a5f8-42ca-bec7-f9bc1291037c,Intervention,0,0.0
0a266c52-2a4e-4aed-a04c-85c148f2cd41,Results,0,1.0
0bb34f7b-d21a-4057-876a-25c722e6d50e,Results,0,0.0
0c03c804-4144-4d84-b740-8f6040f15acc,Eligibility,1,0.0
0c27bcc9-3108-4d4a-901a-22718c22d288,Results,0,0.0
0c73bdd4-7244-433c-8b5e-bf335f21701c,Adverse Events,0,0.0
0d7d2408-c51f-4b3a-a47f-6f0ee8dedacc,Results,1,1.0
0f31bc6a-a228-49c2-afff-4177ef850272,Results,0,0.0
10292ba1-dd1f-4191-b534-331f39583181,Eligibility,1,1.0
102bbdcd-14ea-4dd5-a0bb-4cea343bb6ed,Adverse Events,1,1.0
113abff0-a728-40a6-b637-8bd60a53e626,Intervention,1,1.0
11cb71ed-1304-42f0-b416-3679c3e9e1b3,Intervention,0,0.0
135763e3-70fd-478d-991c-717d6ed55bb3,Intervention,1,1.0
137bb76f-a37e-4339-af7e-f0c647a01baa,Results,1,1.0
152fc619-bbb0-40ff-aa3e-5722f62f6a84,Intervention,0,0.0
15577bb6-3b4d-4373-ae58-eb0bf0c34954,Eligibility,1,1.0
15d7d028-69c2-4e01-b85c-cff568f34cc1,Eligibility,0,0.0
17413685-69fd-453f-af49-29982a6c95b6,Intervention,0,0.0
17660aaf-9218-4119-b00c-f3b863718e97,Intervention,0,0.0
18c281a1-43bd-47f5-9534-feddfcf0a282,Intervention,0,0.0
18d3b58f-42ca-4178-adb6-4a5f0c9fafde,Results,1,1.0
1943100e-196d-4022-a38a-9ae0dd816294,Intervention,0,0.0
19e0531d-7907-46b0-ab0c-e616746498e9,Intervention,1,1.0
1a76bce8-07e2-4b30-adc8-3c095f0d62b3,Intervention,1,1.0
1af4d0ac-d0f2-402a-8bdb-0e10c0823b0f,Adverse Events,0,0.0
1bd849aa-409c-4214-a930-4d187a645466,Intervention,0,0.0
1bf99d45-84a7-41cb-8263-d1ccb489bc66,Adverse Events,1,1.0
1cb125fb-0be1-49c6-b68b-64b525278c9c,Adverse Events,1,1.0
1cda1a1d-3ca1-4838-9054-bcab763bb5d0,Adverse Events,0,0.0
1cdbbd44-21df-4279-9e3c-ff501f1361ec,Results,1,1.0
1d66459b-4624-4ea0-9cda-992c4146a454,Eligibility,1,1.0
1e24905e-7bf9-4a79-8157-8948f108ecb7,Intervention,1,0.0
1fe68175-6ac4-4439-818f-94758e6bd306,Results,0,0.0
20493bc1-bda8-4255-a1d4-40cb499bd845,Adverse Events,1,1.0
204d5293-d6e5-452a-8961-3b76d6be35c9,Results,1,1.0
20b34e62-97c2-4ca0-bb1d-7824dab0b8bb,Eligibility,1,1.0
20c98ba5-ca61-4afe-af57-6de08705a5cd,Results,1,1.0
217b0362-9dd0-4f10-8ca5-c097688bb738,Adverse Events,0,0.0
21a5f296-5b3c-4860-be64-77ffb8f76501,Results,1,1.0
21afdaec-2db5-42b3-b201-b2dee4e23cb7,Intervention,0,0.0
21c021d2-764d-4028-b945-2aeb525b9888,Results,0,0.0
22384b11-eb42-42da-86b3-dfed559ebb77,Results,1,1.0
228308ea-2483-4311-a975-ca974ff797c6,Adverse Events,0,0.0
2312576f-7c8d-4fcd-80e8-42cf3d81dd04,Intervention,0,0.0
23f84ae0-fd01-4799-8872-118e22a015e8,Adverse Events,0,0.0
24e7fb4c-e279-4b61-8c7f-6dc6a09e8d55,Eligibility,0,0.0
251e979f-a7ba-4dea-afb7-01b9501ec7cf,Results,0,0.0
25551d37-108d-497a-8e75-825d8d707190,Eligibility,0,0.0
25b01c06-612c-4cfb-b30b-50ebe4d98750,Results,0,0.0
25cbaa44-4715-417b-9bd0-12fef06053b8,Adverse Events,1,1.0
26145056-fdfd-4f2d-909e-be84fc53ede8,Results,1,1.0
27aec260-8dcc-4611-8389-dc9c10d3518d,Results,0,0.0
282a33db-aed6-4daa-bea6-299f424914bb,Adverse Events,0,0.0
282c18a2-64b1-47cf-8563-db8db40dadb6,Intervention,1,1.0
285b3905-8e47-4b26-8aa5-2d9d7f717a6c,Intervention,1,1.0
28a88ea8-4cea-404c-9ad7-cb1be9c19d7f,Intervention,1,1.0
291150cd-0d45-46c7-9a44-d781098bc3eb,Eligibility,0,0.0
292d0dd3-1b9c-4291-b367-0cc1666178db,Intervention,0,0.0
29bed237-ccbb-460b-a50b-fbdc9e52fdd1,Adverse Events,1,1.0
2a05996c-d5fb-4aa8-9654-fb1d27180888,Results,0,0.0
2a0b1a83-299d-404d-96e5-67ee65173dde,Intervention,1,1.0
2a95f6b8-fbdd-47e6-949f-8aee18a2c605,Eligibility,0,0.0
2bd78232-4872-4d66-ade9-836190b86e1d,Eligibility,0,0.0
2bf9e0d9-1195-4c03-b2bc-d491ff1cd174,Adverse Events,0,0.0
2c4acb3d-7009-4a19-ac0e-703a96740738,Intervention,1,0.0
2cde3c46-f21a-4177-afc8-94f851854b98,Adverse Events,1,1.0
2ce0822a-fcf8-4010-950c-0d3a8dc2cb00,Eligibility,1,0.0
2d36fa83-b68c-420e-873f-e69374d0741f,Intervention,0,0.0
2e2a005f-232f-457a-880e-c3950bc58df6,Intervention,1,1.0
2e42ac97-e353-4bbc-b61e-391e0c092689,Intervention,1,1.0
2fb3af20-adda-4fee-860a-ce376d3a0bb2,Results,1,1.0
315f4573-d5b1-4cbc-9efb-74c27a98dc6d,Eligibility,1,0.0
320ec115-31c3-47bf-a819-93d514b91eb3,Results,1,1.0
327d67d2-35e7-45c3-958a-7955905f2d57,Eligibility,1,1.0
328417f9-8f45-4114-82d7-9396b6bc578e,Intervention,0,0.0
32cc173a-b271-47c9-997d-df17ce1c7494,Adverse Events,0,0.0
334b5f86-50c5-4711-994d-31ed67dd4282,Eligibility,0,0.0
36cbd8dd-9c77-496c-ab43-af1942c86339,Intervention,0,0.0
388cc99c-4cb3-4ff9-9496-07f4a6bf6ac7,Results,0,0.0
3974c3ec-d3b5-4313-ae4b-4332ee5865ab,Eligibility,0,0.0
3a0c092c-7e18-4108-ae66-552f7069831f,Adverse Events,0,0.0
3a141563-97b8-4154-8c9c-f1f551ec7969,Intervention,0,1.0
3a4198ab-ae79-4200-b073-860b2e86813d,Eligibility,0,0.0
3a452f00-375b-48c4-96dd-48986c0c0064,Eligibility,1,0.0
3ab9a40f-bbd8-43ed-a468-7fdbe3d9ce19,Results,1,1.0
3ad9820f-4ef2-4624-b08a-b910adf25836,Adverse Events,1,1.0
3c9a4b79-1f51-477a-a5b6-b69f76aeedf8,Results,0,0.0
3cae8899-5172-460e-8ff1-e6e1c8a59f0b,Results,1,1.0
3d100b36-5765-4953-b072-b06f38b6958c,Results,1,1.0
3d9a7121-da16-4e7b-a02d-1932f46cbb77,Adverse Events,0,0.0
3eb3c09a-b46f-49bf-84d6-7aeb1ba0d2a5,Intervention,0,1.0
3f15d923-bf66-4188-8714-c9ae4921de1f,Eligibility,1,1.0
401f0d8c-4f4e-4693-8baa-3ae8664480d3,Eligibility,1,0.0
403ad287-6e25-4db0-a66b-fe4a7f15a983,Eligibility,1,0.0
40d84c7b-e126-4d6f-9588-eb9c385ca716,Intervention,0,0.0
40fc3a97-0a5d-4f19-ba94-7c4668d0538d,Intervention,1,1.0
412583db-ce19-451d-a804-3837e4dcaea3,Adverse Events,0,0.0
41a0138d-7084-40d9-99ae-24db9e84acce,Results,1,1.0
42857f32-4798-4767-a0c7-f74cdcab7a9b,Intervention,0,0.0
42c38d71-6a83-4967-ad81-ec38c6b5aafd,Intervention,1,1.0
437d5311-f0fd-4d61-82a2-5db0d07415f6,Intervention,1,1.0
438a978d-ac7e-4260-bb24-d2129cb3dfc6,Eligibility,1,0.0
43989f85-a059-4dc7-a805-16e081706b2f,Adverse Events,1,1.0
439b1eca-f583-4a2b-bd8e-0baae97b4c15,Results,0,0.0
43b9c2c8-0785-4885-901b-91a1f893858f,Intervention,1,1.0
4437aa5b-4b4e-4eb4-a258-e7f17dc8f363,Eligibility,0,0.0
44412911-1f34-4841-a795-86eed5a209d7,Adverse Events,0,1.0
4493c1ed-668a-44d4-9b3e-767f597d4fa8,Adverse Events,0,0.0
451c8e9e-03c1-4b7a-9b84-5129c5623f1b,Eligibility,1,1.0
455d059c-c3c4-4a09-be0d-a14b9568a0d2,Intervention,0,1.0
458419cf-ea6f-4939-ba2e-856b8d89b985,Eligibility,1,1.0
464e2cd9-6c59-4692-a3fc-083c374f4a5c,Intervention,0,0.0
4714a31c-c7ca-49e2-aa71-6665b65ed04f,Eligibility,1,0.0
47512f16-9809-4150-a101-1fb7256c5bf3,Results,0,0.0
47bcd1c5-f95d-4e21-a999-4bd220c5b940,Intervention,1,1.0
487dd970-35e7-4a7d-8bb6-e8fa98f574aa,Eligibility,1,1.0
494a4094-5a05-4c7d-b7a7-60baeb210e5a,Adverse Events,1,1.0
496667f2-e493-4b4e-a257-7b8de3833e8b,Intervention,1,1.0
4988cb16-7dbb-4847-84e0-4a7957b32c72,Eligibility,0,0.0
49b3b463-a496-404a-a3a5-07cd7d4aaa92,Eligibility,1,1.0
49c63fc5-be4b-4474-8bfc-0ddf9cf438db,Adverse Events,0,0.0
4adbcbcc-ae43-46af-a072-815d1e788f29,Eligibility,0,0.0
4bc60955-6137-4496-b780-5fb8e90dc3ed,Adverse Events,0,0.0
4c926c31-8786-47b0-a032-1d59f759bca5,Intervention,0,1.0
4e5a04a1-2513-472b-b2a7-891d68a3b549,Results,1,1.0
4e91cee2-910e-4f08-8a85-1f13545391c3,Intervention,1,1.0
4ed1c5fd-58e5-4fe8-97b1-59ed509ccb10,Adverse Events,1,1.0
4f1bafd9-361f-4981-b6fd-46af736141b4,Intervention,1,1.0
505ccc8c-b07a-4902-b8c3-4d3b4891779a,Intervention,1,1.0
50dae016-a6b4-4ee6-a66a-bf35587cd835,Results,1,1.0
520f44e8-b74b-44a6-a7cf-496275847af1,Adverse Events,1,1.0
523d79a3-ee67-4b2a-a1cb-20ed4ed45dc6,Results,0,0.0
5261c924-d9ef-43ed-8f2a-6c5b1552cc62,Eligibility,1,1.0
52b055fd-9e0d-41ad-9eb7-1a724cbc0112,Results,1,1.0
52d4cfdf-7677-4f4c-8020-4f5271393df9,Intervention,1,0.0
539bf07d-199d-4c9b-af16-5f314962bcfc,Eligibility,0,0.0
54a1eab3-1e8e-4c1c-a30f-f4d677a84c71,Results,0,0.0
54c7e880-a1bf-4206-9573-1c994932ba15,Eligibility,0,1.0
5578e4a3-95d9-4803-8d13-b9c0276f92e0,Intervention,1,1.0
5599d5d8-3a7b-41ce-a00c-6e0b609b618d,Results,0,0.0
559c1faa-17b6-42c7-9f63-0cd58df39bfa,Intervention,0,0.0
561d1a70-6bd1-42f7-9e2a-73b9622a449c,Intervention,0,0.0
56530063-b408-47f2-8421-6be825f5559c,Intervention,1,1.0
56e9308b-f718-4831-8e56-4b18982e4a2c,Eligibility,1,1.0
570b88e9-5036-4ea8-80db-0f48696700af,Intervention,0,0.0
571d4650-e64b-4cb2-b719-0d7064e51745,Adverse Events,0,0.0
574106ef-1b9c-4540-a89f-5100a9bbe798,Eligibility,0,0.0
57656a6d-8e1c-4cb8-b80d-605174d0577c,Eligibility,1,0.0
576967ff-d2bb-4d1c-b2a1-8516ceb7a519,Intervention,0,0.0
577c7755-64ae-4b78-bbe3-627cef6e3ece,Results,0,0.0
58165e03-4aa6-4d0c-8256-dbc92ee900c4,Intervention,0,0.0
585b42d5-c81a-482a-a6bf-b7db6c6edcfb,Results,0,0.0
58614e8d-770e-4bfe-b74b-e2d429ef072f,Intervention,0,0.0
587e611a-9c3b-4557-b3ca-56a7dcc6ce1b,Intervention,1,1.0
5887ed1d-aa43-4a18-be3a-9141b675d5af,Results,0,0.0
58fa0ef4-0355-42bc-8378-fef98752b05e,Intervention,0,0.0
590f240e-7499-432e-aa3c-f54eda69ed46,Eligibility,0,0.0
593bde37-5962-441b-ac10-dbe3120cec99,Adverse Events,0,0.0
59a0bff2-c254-45f1-a6ae-2d847777db94,Results,0,0.0
5a181517-dbdc-4598-8955-ca1bfa380fa9,Intervention,0,0.0
5a916856-536f-444d-87e7-1b2c032c0656,Results,1,1.0
5abfa152-2c23-40b4-ba00-b28336b8b8b5,Eligibility,1,1.0
5af6aa8c-69f5-44a5-9c7c-6c94a0fda6e8,Adverse Events,0,0.0
5b13bca4-0354-4579-a868-d007bef0dbe1,Results,0,0.0
5b94480e-aa25-491e-ae37-a2b2939eafaf,Eligibility,0,0.0
5c00eee7-bb33-45e5-97c6-4cfc34946cdf,Intervention,1,1.0
5d98b3df-684a-466d-93da-5a672f602db6,Intervention,0,0.0
5dea6bbb-13c3-470c-98a6-3879f17de8c7,Results,0,0.0
5e301f1c-087e-4ca4-b679-cc229d1c0d27,Intervention,0,1.0
5e5253e5-fd72-4f2b-84ba-b370545cd182,Adverse Events,0,0.0
5e6797ef-370c-4b35-9e1d-37e694b538a6,Adverse Events,0,0.0
5e92a3fd-5ffa-49db-9978-897321839068,Intervention,0,0.0
5e93b7d7-89d9-47cd-98b4-5897823889fa,Intervention,1,1.0
5fbee4f6-43fc-45a7-88c4-3dcd5ff21053,Eligibility,1,1.0
5fcf6210-c07a-4b8e-9944-c2f0714e4d69,Intervention,1,0.0
620b6390-df07-45fe-9ef9-55a32521c740,Adverse Events,1,1.0
62384871-8eb2-414b-8cc9-e756a188e19e,Results,0,0.0
623db2b4-6824-42e4-9ad6-39cf3bf14dab,Intervention,1,1.0
62441471-f329-4540-9d4e-dc34c4d08d59,Eligibility,0,0.0
6261a694-0407-4840-8a87-3a0c6f9dea4f,Intervention,0,0.0
64441aad-b959-41bb-aa81-2f594d00b70c,Eligibility,0,0.0
646691ba-ad29-479f-81dc-131d9710c23b,Eligibility,0,0.0
64df451c-f868-49e6-9b4e-a325e62ce837,Intervention,1,1.0
6734e552-d882-446e-a02f-c6bbe2eeb6ed,Eligibility,1,0.0
67f1754a-420c-4605-a41d-784c4d1e77b0,Adverse Events,0,0.0
68f673a5-6ddf-487a-ad88-4903d92e1746,Adverse Events,1,1.0
6920329b-7559-415e-9346-c06909526421,Adverse Events,1,1.0
6a3053ef-4495-4c18-9da7-68cf5ed254e0,Intervention,0,0.0
6af06b3f-dbbc-4679-a4a3-fe4b3757fdc0,Results,1,1.0
6b3619d3-21ea-437e-bb0f-f124cf636ca5,Intervention,0,0.0
6c29e8c1-36ca-4e6e-b4dc-f1e91b98e546,Intervention,0,0.0
6c5ebc06-00c4-4cf5-8912-93972ed5a49b,Eligibility,1,1.0
6cbfc99b-6531-412f-bd30-b4a803983831,Intervention,1,1.0
6d0812b9-f9bd-4cd6-82aa-9c272eba23be,Adverse Events,0,0.0
6d37ed53-a6e4-403e-8b93-9954a6486dbc,Intervention,1,1.0
6d7c7740-c399-4d73-82c8-2ef0d4739341,Adverse Events,1,1.0
6ddf4b5b-69e2-46e1-b032-69c3173fd8ef,Intervention,0,0.0
6e1489a6-3a42-4b52-b690-fb1dd8892749,Adverse Events,1,1.0
6e4be816-3da7-4def-ab23-2a4fda805cd0,Intervention,0,0.0
6f0571f4-e1da-4732-9bdf-8c07bea059c1,Results,0,0.0
70539b18-50b0-43f7-b676-2143de2dc3e8,Intervention,1,1.0
711fdd40-52ec-401c-90fc-5a11de547ab6,Adverse Events,1,1.0
71698d59-3bbe-4e8f-85c8-bf2110727155,Adverse Events,1,1.0
7238ddd4-eade-4b88-8933-0c3df5be9875,Results,0,0.0
726add6d-9f17-4e3e-a43e-8b391fbb953b,Intervention,1,1.0
7270c176-7bf2-4b0d-941d-912f5a3ed62c,Adverse Events,1,1.0
73849f1e-31c6-40c5-ab5c-35d0990ceac2,Eligibility,1,1.0
73876da9-0c79-43eb-9d1f-b7f2d729f43c,Intervention,1,1.0
73981f59-887e-4778-a78a-0bf7b7a405b7,Adverse Events,0,0.0
73feb437-66f3-44fd-8d9c-ab3204e6eac3,Adverse Events,0,0.0
74308ad0-4b9d-4632-9580-5e280dedbc77,Eligibility,0,1.0
7482499c-6836-4f68-83f4-4af09b14d566,Adverse Events,1,1.0
74aebfd6-c201-4c6f-a7af-7e4e0de6b661,Adverse Events,1,1.0
75961bc5-20b9-4161-83e0-a59429ce18e9,Results,1,0.0
75c55f70-aa52-4794-aae7-3a355f1a76e9,Eligibility,1,1.0
76d498ce-037c-4f7e-8cbb-450d8f6019ec,Eligibility,1,1.0
7723c9e5-e80e-4ef6-b56d-ee26f8423d90,Results,0,0.0
77fd9a89-4d9b-40ab-b4ad-fcf554ca68d2,Eligibility,0,1.0
7814620b-23de-463b-8fd1-efdf51ce26b3,Eligibility,0,0.0
78aec7ae-20b1-413b-9cb7-9757274ff1aa,Eligibility,1,1.0
791790a6-187b-4e4b-be5f-9e5304e9ec2c,Intervention,0,0.0
7ad6c209-8893-4a2d-963d-24666ef93a80,Intervention,0,0.0
7b819ac1-92e6-41ce-881c-0f4581a690ee,Adverse Events,1,1.0
7b9338a5-d3a8-405f-a197-736caf32c455,Adverse Events,0,0.0
7bf988b4-5e6f-41c4-bef6-7b3549dd58d9,Eligibility,0,1.0
7ce21c0f-ad55-4ff7-a180-5e418fe9afc8,Eligibility,1,0.0
7d60c7dd-fb79-4e95-a662-32de2036683f,Results,0,0.0
7d818afc-93da-4098-a0f0-558bc0095687,Eligibility,1,0.0
7dd6b446-5585-4660-8bc7-e9811af66268,Eligibility,0,0.0
7e271bbd-26e8-422e-be5c-54d294da815a,Eligibility,0,0.0
7eab2fc5-fd40-40bc-a960-90aafe45ef9e,Eligibility,0,0.0
7eeeed55-fe37-47ae-be62-e50557ccaed1,Results,1,1.0
7f6d7fd9-8aed-472d-af54-b288d16c2135,Adverse Events,0,0.0
80a26581-a95c-4c22-864f-93425b1fc165,Results,1,1.0
8101ccf6-e6f4-43ba-b22f-9a13e2ddd279,Results,0,0.0
